PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S,AgeGroup
615,0,3,35.0,0,0,8.05,1,0,1,Adult
616,1,2,24.0,1,2,65.0,0,0,1,Adult
617,0,3,34.0,1,1,14.4,1,0,1,Adult
618,0,3,26.0,1,0,16.1,0,0,1,Adult
619,1,2,4.0,2,1,39.0,0,0,1,Minor
620,0,2,26.0,0,0,10.5,1,0,1,Adult
621,0,3,27.0,1,0,14.4542,1,0,0,Adult
622,1,1,42.0,1,0,52.5542,1,0,1,Adult
623,1,3,20.0,1,1,15.7417,1,0,0,Adult
624,0,3,21.0,0,0,7.8542,1,0,1,Adult
625,0,3,21.0,0,0,16.1,1,0,1,Adult
626,0,1,61.0,0,0,32.3208,1,0,1,Senior
627,0,2,57.0,0,0,12.35,1,1,0,Adult
628,1,1,21.0,0,0,34.69451400560218,0,0,1,Adult
629,0,3,26.0,0,0,7.8958,1,0,1,Adult
631,1,1,65.0,0,0,30.0,1,0,1,Senior
632,0,3,51.0,0,0,7.0542,1,0,1,Adult
633,1,1,32.0,0,0,30.5,1,0,0,Adult
635,0,3,9.0,3,2,27.9,0,0,1,Minor
636,1,2,28.0,0,0,13.0,0,0,1,Adult
637,0,3,32.0,0,0,7.925,1,0,1,Adult
638,0,2,31.0,1,1,26.25,1,0,1,Adult
639,0,3,41.0,0,5,39.6875,0,0,1,Adult
641,0,3,20.0,0,0,7.8542,1,0,1,Adult
642,1,1,24.0,0,0,69.3,0,0,0,Adult
643,0,3,2.0,3,2,27.9,0,0,1,Minor
645,1,3,0.75,2,1,19.2583,0,0,0,Minor
646,1,1,48.0,1,0,34.69451400560218,1,0,0,Adult
647,0,3,19.0,0,0,7.8958,1,0,1,Adult
648,1,1,56.0,0,0,35.5,1,0,0,Adult
650,1,3,23.0,0,0,7.55,0,0,1,Adult
652,1,2,18.0,0,1,23.0,0,0,1,Minor
653,0,3,21.0,0,0,8.4333,1,0,1,Adult
655,0,3,18.0,0,0,6.75,0,1,0,Minor
656,0,2,24.0,2,0,34.69451400560218,1,0,1,Adult
658,0,3,32.0,1,1,15.5,0,1,0,Adult
659,0,2,23.0,0,0,13.0,1,0,1,Adult
660,0,1,58.0,0,2,34.69451400560218,1,0,0,Adult
661,1,1,50.0,2,0,34.69451400560218,1,0,1,Adult
662,0,3,40.0,0,0,7.225,1,0,0,Adult
663,0,1,47.0,0,0,25.5875,1,0,1,Adult
664,0,3,36.0,0,0,7.4958,1,0,1,Adult
665,1,3,20.0,1,0,7.925,1,0,1,Adult
666,0,2,32.0,2,0,34.69451400560218,1,0,1,Adult
667,0,2,25.0,0,0,13.0,1,0,1,Adult
669,0,3,43.0,0,0,8.05,1,0,1,Adult
671,1,2,40.0,1,1,39.0,0,0,1,Adult
672,0,1,31.0,1,0,52.0,1,0,1,Adult
673,0,2,65.0,0,0,10.5,1,0,1,Senior
674,1,2,31.0,0,0,13.0,1,0,1,Adult
676,0,3,18.0,0,0,7.775,1,0,1,Minor
677,0,3,24.5,0,0,8.05,1,0,1,Adult
678,1,3,18.0,0,0,9.8417,0,0,1,Minor
679,0,3,43.0,1,6,46.9,0,0,1,Adult
680,1,1,36.0,0,1,34.69451400560218,1,0,0,Adult
682,1,1,27.0,0,0,34.69451400560218,1,0,0,Adult
683,0,3,20.0,0,0,9.225,1,0,1,Adult
684,0,3,14.0,5,2,46.9,1,0,1,Minor
685,0,2,60.0,1,1,39.0,1,0,1,Adult
686,0,2,25.0,1,2,41.5792,1,0,0,Adult
687,0,3,14.0,4,1,39.6875,1,0,1,Minor
688,0,3,19.0,0,0,10.1708,1,0,1,Adult
689,0,3,18.0,0,0,7.7958,1,0,1,Minor
690,1,1,15.0,0,1,34.69451400560218,0,0,1,Minor
691,1,1,31.0,1,0,57.0,1,0,1,Adult
692,1,3,4.0,0,1,13.4167,0,0,0,Minor
694,0,3,25.0,0,0,7.225,1,0,0,Adult
695,0,1,60.0,0,0,26.55,1,0,1,Adult
696,0,2,52.0,0,0,13.5,1,0,1,Adult
697,0,3,44.0,0,0,8.05,1,0,1,Adult
699,0,1,49.0,1,1,34.69451400560218,1,0,0,Adult
700,0,3,42.0,0,0,7.65,1,0,1,Adult
701,1,1,18.0,1,0,34.69451400560218,0,0,0,Minor
702,1,1,35.0,0,0,26.2875,1,0,1,Adult
703,0,3,18.0,0,1,14.4542,0,0,0,Minor
704,0,3,25.0,0,0,7.7417,1,1,0,Adult
705,0,3,26.0,1,0,7.8542,1,0,1,Adult
706,0,2,39.0,0,0,26.0,1,0,1,Adult
707,1,2,45.0,0,0,13.5,0,0,1,Adult
708,1,1,42.0,0,0,26.2875,1,0,1,Adult
709,1,1,22.0,0,0,34.69451400560218,0,0,1,Adult
711,1,1,24.0,0,0,49.5042,0,0,0,Adult
713,1,1,48.0,1,0,52.0,1,0,1,Adult
714,0,3,29.0,0,0,9.4833,1,0,1,Adult
715,0,2,52.0,0,0,13.0,1,0,1,Adult
716,0,3,19.0,0,0,7.65,1,0,1,Adult
717,1,1,38.0,0,0,34.69451400560218,0,0,0,Adult
718,1,2,27.0,0,0,10.5,0,0,1,Adult
720,0,3,33.0,0,0,7.775,1,0,1,Adult
721,1,2,6.0,0,1,33.0,0,0,1,Minor
722,0,3,17.0,1,0,7.0542,1,0,1,Minor
723,0,2,34.0,0,0,13.0,1,0,1,Adult
724,0,2,50.0,0,0,13.0,1,0,1,Adult
725,1,1,27.0,1,0,53.1,1,0,1,Adult
726,0,3,20.0,0,0,8.6625,1,0,1,Adult
727,1,2,30.0,3,0,21.0,0,0,1,Adult
729,0,2,25.0,1,0,26.0,1,0,1,Adult
730,0,3,25.0,1,0,7.925,0,0,1,Adult
731,1,1,29.0,0,0,34.69451400560218,0,0,1,Adult
732,0,3,11.0,0,0,18.7875,1,0,0,Minor
734,0,2,23.0,0,0,13.0,1,0,1,Adult
735,0,2,23.0,0,0,13.0,1,0,1,Adult
736,0,3,28.5,0,0,16.1,1,0,1,Adult
737,0,3,48.0,1,3,34.375,0,0,1,Adult
738,1,1,35.0,0,0,34.69451400560218,1,0,0,Adult
742,0,1,36.0,1,0,34.69451400560218,1,0,1,Adult
743,1,1,21.0,2,2,34.69451400560218,0,0,0,Adult
744,0,3,24.0,1,0,16.1,1,0,1,Adult
745,1,3,31.0,0,0,7.925,1,0,1,Adult
746,0,1,65.0,1,1,71.0,1,0,1,Senior
747,0,3,16.0,1,1,20.25,1,0,1,Minor
748,1,2,30.0,0,0,13.0,0,0,1,Adult
749,0,1,19.0,1,0,53.1,1,0,1,Adult
750,0,3,31.0,0,0,7.75,1,1,0,Adult
751,1,2,4.0,1,1,23.0,0,0,1,Minor
752,1,3,6.0,0,1,12.475,1,0,1,Minor
753,0,3,33.0,0,0,9.5,1,0,1,Adult
754,0,3,23.0,0,0,7.8958,1,0,1,Adult
755,1,2,48.0,1,2,65.0,0,0,1,Adult
756,1,2,0.67,1,1,14.5,1,0,1,Minor
757,0,3,28.0,0,0,7.7958,1,0,1,Adult
758,0,2,18.0,0,0,11.5,1,0,1,Minor
759,0,3,34.0,0,0,8.05,1,0,1,Adult
760,1,1,33.0,0,0,34.69451400560218,0,0,1,Adult
762,0,3,41.0,0,0,7.125,1,0,1,Adult
763,1,3,20.0,0,0,7.2292,1,0,0,Adult
764,1,1,36.0,1,2,34.69451400560218,0,0,1,Adult
765,0,3,16.0,0,0,7.775,1,0,1,Minor
766,1,1,51.0,1,0,34.69451400560218,0,0,1,Adult
768,0,3,30.5,0,0,7.75,0,1,0,Adult
770,0,3,32.0,0,0,8.3625,1,0,1,Adult
771,0,3,24.0,0,0,9.5,1,0,1,Adult
772,0,3,48.0,0,0,7.8542,1,0,1,Adult
773,0,2,57.0,0,0,10.5,0,0,1,Adult
775,1,2,54.0,1,3,23.0,0,0,1,Adult
776,0,3,18.0,0,0,7.75,1,0,1,Minor
778,1,3,5.0,0,0,12.475,0,0,1,Minor
780,1,1,43.0,0,1,34.69451400560218,0,0,1,Adult
781,1,3,13.0,0,0,7.2292,0,0,0,Minor
782,1,1,17.0,1,0,57.0,0,0,1,Minor
783,0,1,29.0,0,0,30.0,1,0,1,Adult
785,0,3,25.0,0,0,7.05,1,0,1,Adult
786,0,3,25.0,0,0,7.25,1,0,1,Adult
787,1,3,18.0,0,0,7.4958,0,0,1,Minor
788,0,3,8.0,4,1,29.125,1,1,0,Minor
789,1,3,1.0,1,2,20.575,1,0,1,Minor
790,0,1,46.0,0,0,34.69451400560218,1,0,0,Adult
792,0,2,16.0,0,0,26.0,1,0,1,Minor
795,0,3,25.0,0,0,7.8958,1,0,1,Adult
796,0,2,39.0,0,0,13.0,1,0,1,Adult
797,1,1,49.0,0,0,25.9292,0,0,1,Adult
798,1,3,31.0,0,0,8.6833,0,0,1,Adult
799,0,3,30.0,0,0,7.2292,1,0,0,Adult
800,0,3,30.0,1,1,24.15,0,0,1,Adult
801,0,2,34.0,0,0,13.0,1,0,1,Adult
802,1,2,31.0,1,1,26.25,0,0,1,Adult
803,1,1,11.0,1,2,34.69451400560218,1,0,1,Minor
804,1,3,0.42,0,1,8.5167,1,0,0,Minor
805,1,3,27.0,0,0,6.975,1,0,1,Adult
806,0,3,31.0,0,0,7.775,1,0,1,Adult
807,0,1,39.0,0,0,0.0,1,0,1,Adult
808,0,3,18.0,0,0,7.775,0,0,1,Minor
809,0,2,39.0,0,0,13.0,1,0,1,Adult
810,1,1,33.0,1,0,53.1,0,0,1,Adult
811,0,3,26.0,0,0,7.8875,1,0,1,Adult
812,0,3,39.0,0,0,24.15,1,0,1,Adult
813,0,2,35.0,0,0,10.5,1,0,1,Adult
814,0,3,6.0,4,2,31.275,0,0,1,Minor
815,0,3,30.5,0,0,8.05,1,0,1,Adult
817,0,3,23.0,0,0,7.925,0,0,1,Adult
818,0,2,31.0,1,1,37.0042,1,0,0,Adult
819,0,3,43.0,0,0,6.45,1,0,1,Adult
820,0,3,10.0,3,2,27.9,1,0,1,Minor
821,1,1,52.0,1,1,34.69451400560218,0,0,1,Adult
822,1,3,27.0,0,0,8.6625,1,0,1,Adult
823,0,1,38.0,0,0,0.0,1,0,1,Adult
824,1,3,27.0,0,1,12.475,0,0,1,Adult
825,0,3,2.0,4,1,39.6875,1,0,1,Minor
828,1,2,1.0,0,2,37.0042,1,0,0,Minor
830,1,1,62.0,0,0,34.69451400560218,0,0,1,Senior
831,1,3,15.0,1,0,14.4542,0,0,0,Minor
832,1,2,0.83,1,1,18.75,1,0,1,Minor
834,0,3,23.0,0,0,7.8542,1,0,1,Adult
835,0,3,18.0,0,0,8.3,1,0,1,Minor
836,1,1,39.0,1,1,34.69451400560218,0,0,0,Adult
837,0,3,21.0,0,0,8.6625,1,0,1,Adult
839,1,3,32.0,0,0,56.4958,1,0,1,Adult
841,0,3,20.0,0,0,7.925,1,0,1,Adult
842,0,2,16.0,0,0,10.5,1,0,1,Minor
843,1,1,30.0,0,0,31.0,0,0,0,Adult
844,0,3,34.5,0,0,6.4375,1,0,0,Adult
845,0,3,17.0,0,0,8.6625,1,0,1,Minor
846,0,3,42.0,0,0,7.55,1,0,1,Adult
848,0,3,35.0,0,0,7.8958,1,0,0,Adult
849,0,2,28.0,0,1,33.0,1,0,1,Adult
851,0,3,4.0,4,2,31.275,1,0,1,Minor
852,0,3,65.0,0,0,7.775,1,0,1,Senior
853,0,3,9.0,1,1,15.2458,0,0,0,Minor
854,1,1,16.0,0,1,39.4,0,0,1,Minor
855,0,2,44.0,1,0,26.0,0,0,1,Adult
856,1,3,18.0,0,1,9.35,0,0,1,Minor
857,1,1,45.0,1,1,34.69451400560218,0,0,1,Adult
858,1,1,51.0,0,0,26.55,1,0,1,Adult
859,1,3,24.0,0,3,19.2583,0,0,0,Adult
861,0,3,41.0,2,0,14.1083,1,0,1,Adult
862,0,2,21.0,1,0,11.5,1,0,1,Adult
863,1,1,48.0,0,0,25.9292,0,0,1,Adult
865,0,2,24.0,0,0,13.0,1,0,1,Adult
866,1,2,42.0,0,0,13.0,0,0,1,Adult
867,1,2,27.0,1,0,13.8583,0,0,0,Adult
868,0,1,31.0,0,0,50.4958,1,0,1,Adult
870,1,3,4.0,1,1,11.1333,1,0,1,Minor
871,0,3,26.0,0,0,7.8958,1,0,1,Adult
872,1,1,47.0,1,1,52.5542,0,0,1,Adult
873,0,1,33.0,0,0,5.0,1,0,1,Adult
874,0,3,47.0,0,0,9.0,1,0,1,Adult
875,1,2,28.0,1,0,24.0,0,0,0,Adult
876,1,3,15.0,0,0,7.225,0,0,0,Minor
877,0,3,20.0,0,0,9.8458,1,0,1,Adult
878,0,3,19.0,0,0,7.8958,1,0,1,Adult
880,1,1,56.0,0,1,34.69451400560218,0,0,0,Adult
881,1,2,25.0,0,1,26.0,0,0,1,Adult
882,0,3,33.0,0,0,7.8958,1,0,1,Adult
883,0,3,22.0,0,0,10.5167,0,0,1,Adult
884,0,2,28.0,0,0,10.5,1,0,1,Adult
885,0,3,25.0,0,0,7.05,1,0,1,Adult
886,0,3,39.0,0,5,29.125,0,1,0,Adult
887,0,2,27.0,0,0,13.0,1,0,1,Adult
888,1,1,19.0,0,0,30.0,0,0,1,Adult
890,1,1,26.0,0,0,30.0,1,0,0,Adult
891,0,3,32.0,0,0,7.75,1,1,0,Adult
